gearPk,activityId
28958041,8312650872
28958041,8452011736
28958041,9251655410
28958041,9507228227
28958041,9690860093
28958041,9741237849
28958041,9863818395
28958041,10378281096
28958041,10438349047
28958041,10888728806
28958041,11127890340
28958041,11134528816
27014813,7191630263
27014813,7214813923
27014813,7233239000
27014813,7257874427
27014813,7291115178
27014813,7319740839
27014813,7364086087
27014813,7401087211
27014813,7468367803
27014813,7475673383
27014813,7494069712
27014813,7511211493
27014813,7536814723
27014813,7591637782
27014813,7596261206
27014813,7630226939
27014813,7637219926
27014813,7755623685
27014813,7768600102
27014813,7802267263
27014813,7880075536
27014813,7889833106
27014813,7894096038
27014813,7899060358
27014813,7903503759
27014813,7908133975
27014813,8031693579
27014813,8042272351
27014813,8048535870
27014813,8055202697
27014813,8117515616
27014813,8168919011
27014813,8198880237
27014813,8230926491
27014813,8249028586
27014813,8249037024
27014813,8485622969
27014813,8527737690
27014813,8568313966
27014813,8580464258
27014813,8634065581
38686093,15441940580
38686093,15514237136
38686093,15637497996
38686093,15725231489
38686093,15845042058
38686093,15854747617
38686093,15872358327
38686093,15961092133
38686093,15980478517
38686093,15987146351
38686093,16005717534
38686093,16023184897
38686093,16157675808
38686093,16302535125
38686093,16404238357
38686093,16409021355
38686093,16448468892
38686093,16473429768
38686093,16509787696
38686093,16588382286
38686093,16624317050
38686093,16692884296
38686093,16712412711
38686093,16719926486
38686093,16759788381
38686093,16788055749
38686093,16795058002
38686093,16796141720
38686093,16831036093
38686093,16883617926
38686093,16981938105
38686093,17016653929
38686093,17031181691
38686093,17186101829
38686093,17216421961
38686093,17266155888
38686093,17708654841
38686093,17751684802
38686093,17883313836
38686093,17914192861
38686093,17964990845
38686093,18146195558
38686093,18403560812
38686093,18409852642
38686093,18429342292
38686093,18474123772
38686093,18474889363
38686093,18485888862
38686093,18486575013
38686093,18585457006
38686093,18606179281
38686093,18607687175
38686093,18645979268
38686093,18708764733
38686093,18730694780
38686093,18761000400
38686093,18800210278
38686093,18858515041
38686093,18865660239
38686093,18866746067
38686093,18894442580
39134002,16634141011
39134002,16747257259
39134002,16791125335
39134002,16852348874
25035828,6182458845
25035828,6401986140
25035828,6412962797
25035828,6582668157
25035828,6733694781
25035828,6755628294
25035828,6801615626
25035828,6840657645
25035828,6856199754
25035828,6927353130
25035828,6965331082
25035828,7014288601
25035828,7129568073
25035828,7133714085
25035828,7139042562
25035828,7168610703
25035828,7209144654
25035828,7237789512
25035828,7274413170
25035828,7282130266
25035828,7303277757
25035828,7384761368
25035828,7445524302
25035828,7447298433
25035828,7570761628
25035828,7671932482
43188600,18911488359
43188600,18975820265
43188600,19042061372
43188600,19057136132
43188600,19072482676
43188600,19083441938
43188600,19154032008
43188600,19154716035
43188600,19239657740
43188600,19262277102
43188600,19308785527
43188600,19362582862
43188600,19384650432
43188600,19570721610
43188600,19619891281
43188600,19684071903
34092996,11536170612
34092996,11635091784
34092996,11638457685
34092996,11661937755
34092996,11766232248
34092996,11790056691
34092996,11878186247
34092996,12000224374
34092996,12013477718
34092996,12037202106
34092996,12189247838
34092996,12201957472
34092996,12270128151
34092996,12339048976
34092996,12367927660
34092996,12468188014
34092996,12521116517
34092996,12923832007
34092996,12957286021
34092996,12980500549
34092996,13002730185
34092996,13030576682
34092996,13341702148
34092996,13374783884
34092996,13386369956
34092996,13449663266
34092996,13464549071
34092996,13665053660
34092996,13689843173
34092996,14110610215
34092996,14146964931
34092996,14178984424
34092996,14380636549
34092996,14562764690
34092996,14609341198
34092996,14994335289
34092996,15028867954
34092996,15037082332
20933457,4494171300
28958038,8444749023
28958038,8493473344
28958038,8883036363
28958038,9024122394
28958038,9169156392
28958038,9226794537
28958038,9270630490
28958038,9577908715
28958038,9630264825
28958038,9751926670
28958038,9832589807
28958038,9836810085
28958038,10010012068
28958038,10010026426
28958038,10746689164
28958038,10762510794
28958038,10766442506
28958038,10843659862
28958038,10882951213
28958038,11122207476
28958038,11166574446
28958038,11472079442
28958038,11476685434
28958038,11487305063
28958038,13829263334
28958038,13834220828
42191090,18315123248
42191090,18459390493
42191090,18522384242
42191090,18580351353
42191090,18634547345
42191090,18656601975
42191090,18671310944
42191090,18779891103
42191090,18787062601
42191090,18934998245
42191090,18942975053
42191090,18953338382
42191090,18992176414
42191090,19104076049
42191090,19111326731
42191090,19136302462
42191090,19162643707
42191090,19196859966
42191090,19222713601
42191090,19231131838
42191090,19254018255
42191090,19263969082
42191090,19283655660
42191090,19330413203
42191090,19415326729
42191090,19505352679
42191090,19555137629
42191090,19555489786
42191090,19650797517
42191090,19663957884
23639225,4779931354
23639225,4782140713
23639225,4797464923
23639225,4823426663
23639225,4827739901
23639225,4831214893
23639225,4849723488
23639225,4859977155
23639225,4885911498
23639225,4917200132
23639225,4926424394
23639225,4935674475
23639225,4998020019
23639225,5198351055
23639225,5512910477
23639225,5521516078
23639225,5537562206
23639225,5546428933
23639225,5556894519
23639225,5567157063
23639225,5570147091
23639225,5575274087
23639225,5581170866
23639225,5585103615
23639225,5594522232
23639225,5636931451
23639225,5639306568
23639225,5644284662
23639225,5667814678
23639225,5671504297
23639225,5681486503
23639225,5686453944
23639225,5700963705
23639225,5704193376
23639225,5717510749
23639225,5764312291
23639225,5797759627
23639225,5807235140
23639225,5814982045
23639225,5831280103
23639225,5836834898
23639225,5895547309
23639225,5900740163
23639225,5902865565
23639225,5920876696
23639225,5955920735
23639225,5985720975
23639225,5996520470
23639225,6016110933
23639225,6036391743
23639225,6042249732
23639225,6049343256
23639225,6053903790
23639225,6088273068
23639225,6090023307
23639225,6097956319
23639225,6100548644
23639225,6105816614
23639225,6107671996
23639225,6110534641
23639225,6116189409
23639225,6123982896
23639225,6127791837
23639225,6136063863
23639225,6140678146
23639225,6146072812
23639225,6148178317
23639225,6154281175
23639225,6155166260
23639225,6161623831
23639225,6167377412
23639225,6171658127
23639225,6173055298
23639225,6178109036
23639225,6181484414
23639225,6183223713
23639225,6187205153
23639225,6190608272
23639225,6192505427
23639225,6198652940
23639225,6203360194
23639225,6210131310
23639225,6212266851
23639225,6217929527
23639225,6223223059
23639225,6228822189
23639225,6230690513
23639225,6241312638
23639225,6245820372
23639225,6246045042
23639225,6247591868
23639225,6257366108
23639225,6258049734
23639225,6261969241
23639225,6264378192
23639225,6267446112
23639225,6272687804
23639225,6275548266
23639225,6283196701
23639225,6285763363
23639225,6293015129
23639225,6293459123
23639225,6298193245
23639225,6300866200
23639225,6300943206
23639225,6311636941
23639225,6313937637
23639225,6319157889
23639225,6322763968
23639225,6325402739
23639225,6332707440
23639225,6336871530
23639225,6342374078
23639225,6344288796
23639225,6351676498
23639225,6357926449
23639225,6361874351
23639225,6363536663
23639225,6365855590
23639225,6375069084
23639225,6377494778
23639225,6380295776
23639225,6383470606
23639225,6384596088
23639225,6397850597
23639225,6400788961
23639225,6412566245
23639225,6417873394
23639225,6418972230
23639225,6424169654
23639225,6428360269
23639225,6436001105
23639225,6452459736
23639225,6452459872
23639225,6452930886
23639225,6456785181
23639225,6461355225
23639225,6475400927
23639225,6497802560
23639225,6509599310
23639225,6515434039
23639225,6521290695
23639225,6523717632
23639225,6571700768
23639225,6575973104
23639225,6581838964
23639225,6593248754
23639225,6602567081
23639225,6607610405
23639225,6613642438
23639225,6617719184
23639225,6621046300
23639225,6634008601
23639225,6642562084
23639225,6649071371
23639225,6650593788
23639225,6673265679
23639225,6678763799
23639225,6736648666
23639225,6742186097
23639225,6757264503
23639225,6759771483
23639225,6765211922
23639225,6771088799
23639225,6776707518
23639225,6782571694
23639225,6797483694
23639225,6807890017
23639225,6816206279
23639225,6821500682
23639225,6844783274
23639225,6849982408
23639225,6856391056
23639225,6861595511
23639225,6868407573
23639225,6903138084
23639225,6914662363
23639225,6920796091
23639225,6926994011
23639225,6973680269
23639225,6978988690
23639225,6995268042
23639225,7013940123
23639225,7019468216
23639225,7023909592
23639225,7028958096
23639225,7058509733
23639225,7105429107
23639225,7191488983
23639225,7203284804
23639225,7237994351
23639225,7247032373
23639225,7250072780
23639225,7290412109
23639225,7290577731
23639225,7315736095
23639225,7325613057
23639225,7337395445
23639225,7355593021
23639225,7356975697
23639225,7363773620
23639225,7364232073
23639225,7366740773
23639225,7367100873
23639225,7373025959
23639225,7378371434
23639225,7382699503
23639225,7385273341
23639225,7396344182
23639225,7400528304
23639225,7401126302
23639225,7407040926
23639225,7413363745
23639225,7423871246
23639225,7449828067
23639225,7473251949
23639225,7563501707
23639225,7573434295
23639225,7578775113
23639225,7678288573
23639225,7688717885
23639225,7698035015
23639225,7702669700
23639225,7709280041
23639225,7714741913
23639225,7718584418
23639225,7726787442
23639225,7729117259
23639225,7755299787
23639225,7761836696
23639225,7767046278
23639225,7770630986
23639225,7787834933
23639225,7791957623
23639225,7792053207
23639225,7797847187
23639225,7798005049
23639225,7801859795
23639225,7803059720
23639225,7811555397
23639225,7823385115
23639225,7826785812
23639225,7827348380
23639225,7833547695
23639225,7837119714
23639225,7839526268
23639225,7846830098
23639225,7851984834
23639225,7968052231
23639225,7972532969
23639225,8073826570
23639225,8080069144
23639225,8081133775
23639225,8087729074
23639225,8089008533
23639225,8093384450
23639225,8100133950
23639225,8101580820
23639225,8103764291
23639225,8117512468
23639225,8138322776
23639225,8144337918
23639225,8145986552
23639225,8154118293
23639225,8165430552
23639225,8169348846
23639225,8169468082
23639225,8172857137
23639225,8174046379
23639225,8178955049
23639225,8179566707
23639225,8184577915
23639225,8185672004
23639225,8198576734
23639225,8198577038
23639225,8198616925
23639225,8198964165
23639225,8205344215
23639225,8210599274
23639225,8214014119
23639225,8219821051
23639225,8224288279
23639225,8225526558
23639225,8230642844
23639225,8236042592
23639225,8237215111
23639225,8244890084
23639225,8247494103
23639225,8249504089
23639225,8255646089
23639225,8256512273
23639225,8258727666
23639225,8259225145
23639225,8264416121
23639225,8265674678
23639225,8272196437
23639225,8291934633
23639225,8298239345
23639225,8503424997
23639225,8552290840
23639225,8562306238
23639225,9105441112
23639225,9286846310
23639225,9295859162
23639225,9420829511
23639225,9526329896
23639225,9527160650
23639225,9690139094
23639225,10123463281
23639225,10336356424
23639225,10396277217
23639225,10409486319
23639225,10534226578
23639225,11503438147
23639225,11505977616
23639225,11506837636
23639225,11531638806
23639225,11532423200
23639225,11535061677
23639225,11536296146
23639225,11547211809
23639225,11547532076
23639225,11550037412
23639225,11550942600
23639225,11557660380
23639225,11558760383
23639225,11569416258
23639225,11612629541
23639225,11634816325
23639225,11637563238
23639225,11645591216
23639225,11659534945
23639225,11661937995
23639225,11736477002
23639225,11755018879
23639225,11789778433
23639225,11790110010
23639225,11793004400
23639225,11876995369
23639225,11999640724
23639225,12000341156
23639225,12004602228
23639225,12837344520
23639225,13421173835
23639225,13445967958
23639225,13449663593
23639225,13463968214
23639225,13537894869
23639225,13537942635
23639225,13549317960
23639225,13649155014
23639225,14037964247
23639225,14127575250
23639225,14140852264
23639225,14155469498
23639225,14204568129
23639225,14364434263
23639225,14384437906
23639225,14498122274
23639225,14535492718
23639225,14544862402
23639225,14548193733
23639225,14561334023
23639225,14563443845
23639225,14581561848
23639225,14583003711
23639225,14607071675
23639225,15098237588
23639225,15440918451
23639225,15871377466
23639225,15980167881
23639225,16155047965
23639225,16158081443
23639225,16857390212
23639225,17901496946
23639225,17939846977
23639225,17948580427
23639225,17973150344
23639225,17992991121
23567509,5552949958
23567509,5556513754
23567509,5577632761
23567509,5625937429
23567509,5640480210
23567509,5649810562
23567509,5678122156
23567509,5713248712
23567509,5713251758
23567509,5713251759
23567509,5713251760
23567509,5713251765
23567509,5718217170
23567509,5768386237
23567509,5802348209
23567509,5835526987
23567509,5844729377
23567509,5872683497
23567509,5899930756
23567509,5908499434
23567509,5930213845
23567509,5938772276
23567509,6022484266
23567509,6096428351
23567509,6145758886
23567509,6230099311
23567509,6265971036
23567509,6384288407
23567509,6423705488
23567509,6500676804
23567509,6572089310
23567509,6573669818
23567509,6622190004
23567509,6622194386
23567509,6742885066
23567509,6783829183
23567509,6822828373
23567509,6862513023
23567509,6868887366
23567509,6868889615
23567509,6921194220
23567509,6985393337
23567509,7023910804
23567509,7023916410
23567509,7023917513
23567509,7029370397
23567509,7029879438
23567509,7062835949
23567509,7097875260
23567509,7108075040
23567509,7108085756
23612219,5575844623
23612219,5580098284
23612219,5582582329
23612219,5585950317
23612219,5635782564
23612219,5645102319
23612219,5657831214
23612219,5682422020
23612219,5699594542
23612219,5703100502
23612219,5743995614
23612219,5778293962
23612219,5853118857
23612219,5885551848
23612219,5990129096
23612219,6107137294
23612219,6134618531
23612219,6172016415
23612219,6283457567
23612219,6321131827
23612219,6321142514
23612219,6321355211
23612219,6321406971
23612219,6333158671
23612219,6533242795
23612219,6541979181
23612219,6607851981
23612219,6642853412
23612219,6973683308
23612219,7197338122
23612219,7262141323
23612219,7334762422
23612219,7344042554
23612219,7413368193
23612219,7426146183
23612219,7438803962
23612219,7718974793
23639291,5394148103
23639291,5462856365
23639291,5496481719
38926850,16146578858
38926850,16378562948
38926850,16392110897
38926850,16497637636
38926850,16603803705
38926850,16648092320
38926850,16702768910
38926850,16725803854
38926850,16744628115
38926850,16751881989
38926850,16751888077
38926850,16803584948
38926850,16824930839
38926850,16842729372
38926850,16850124302
38926850,16859138045
38926850,16878669046
38926850,16900697789
38926850,16997562876
38926850,17275835834
38926850,17303040916
38926850,17440872544
38926850,17688032204
38926850,17703660916
38926850,17802862511
38926850,17808837259
38926850,17823781429
38926850,17835988282
38926850,17890315520
38926850,17906705848
38926850,17975178127
38926850,18031379110
38926850,18036140692
38926850,18037511361
38926850,18118806570
38926850,18200541917
38926850,18223838902
38926850,18260627590
38926850,18286170511
38926850,18321688058
38926850,18348403966
38926850,18372703080
38926850,18384304937
38926850,18664239935
38926850,18693564514
38926850,18722348489
38926850,18752126798
38926850,18769234845
38926850,18828879377
38926850,18875908127
38926850,18965319602
38926850,18981153078
38926850,19293868075
38926850,19465902270
27151211,7298947467
27151211,7316757934
27151211,7464644292
27151211,7542318273
27151211,7551030813
27151211,7579109095
27151211,7606326235
27151211,7618748970
27151211,7626272158
27151211,7685176671
27151211,7709129169
27151211,7852877582
27151211,7968320209
27151211,8087734915
27151211,8259092911
27151211,8259092979
27151211,8503668555
27151211,8562767163
27151211,9214445440
27151211,9239563678
27151211,9287030590
27151211,9296257455
27151211,9302719443
27151211,9318738279
27151211,9385605369
27151211,9411617006
27151211,9517347823
27151211,9527012772
27151211,9532710864
27151211,9572121758
27151211,9607756277
27151211,9745632304
27151211,9794921945
27151211,9869555988
27151211,9964330457
27151211,9988108668
27151211,9997299615
27151211,10367456047
27151211,10396784604
23620605,4993675648
23620605,5031115484
23620605,5036252978
23620605,5067406218
23620605,5083453163
23620605,5178032423
23620605,5178033440
23620605,5203495151
23620605,5217398303
23620605,5220561256
23620605,5220562925
23620605,5220565604
23620605,5220582847
23620605,5255393926
23620605,5369012993
23620605,5379239986
23620605,5389436304
23620605,5391012649
23620605,5393988968
23620605,5411266533
23620605,5414755887
23620605,5423814592
23620605,5438880013
23620605,5438885152
23620605,5448482320
23620605,5457294914
23620605,5462855337
23620605,5472148226
23620605,5481731984
23620605,5486882114
23620605,5491350353
23620605,5492920690
23620605,5506624385
23620605,5508061886
23620605,5510959771
23620605,5513064353
23620605,5516507797
23620605,5517603702
23620605,5525443518
23620605,5531229705
23620605,5541507077
23620605,5593788863
23620605,5664055167
23620605,5689468346
23620605,5721267592
23620605,5722077709
23620605,5727227613
23620605,5779101153
23620605,5786552712
23620605,5786553747
23620605,5820278035
23620605,5827944438
23620605,5837054057
23620605,5916236917
23620605,5946805534
23620605,6079617359
23620605,6123582736
23620605,6154292428
23620605,6191735383
23620605,6257499091
24816781,6118595783
32625192,10551360957
32625192,10902103446
32625192,10947801355
32625192,11175133002
32625192,11190142528
32625192,11278236110
32625192,11291256705
32625192,11400849784
32625192,11407757113
32625192,11413314208
32625192,11419318879
32625192,11419328738
32625192,11427127183
32625192,11434102853
32625192,11458796723
32625192,11492062614
32625192,11506525531
32625192,11514323657
32625192,11574951848
32625192,11574956526
32625192,11599191162
32625192,11612924286
32625192,11646452191
32625192,11660742592
32625192,11771998267
32625192,12482377952
32625192,12501131013
32625192,12845711094
32625192,12883926799
32625192,12895979303
32625192,12945492281
32625192,13314081594
32625192,13849507094
32625192,14114305667
32625192,14345623695
32625192,14439836229
32625192,14545584908
32625192,14547472323
32625192,15100327081
32625192,15178346493
32625192,15191307998
32625192,15389449814
27235649,7356361370
27235649,7398213931
27235649,7408818443
27235649,7613512991
27235649,7698037258
27235649,7739610264
27235649,7772072512
27235649,7791961245
27235649,7812157043
27235649,7827159152
27235649,7837622528
27235649,7846989962
27235649,7872586964
27235649,7960181508
27235649,8138560532
27235649,8179365674
27235649,8283918847
27235649,8458174921
27235649,8509344367
27235649,9034344579
27235649,9194917420
27235649,9780045225
27235649,9942241158
27235649,10322169998
27235649,10404800917
27235649,10409839740
27235649,10409840394
27235649,10412932807
27235649,10424732409
27235649,10426304135
27235649,10451365454
27235649,10471100783
27235649,10484189666
27235649,10531283799
27235649,10534837525
44340314,19630642261
37067595,14038782088
37067595,14582308488